,dataset,question,answer,Base_test,comparison
205,aqa,What is the origin of the story of the great flood?,biblical,The story of the great flood is a story about a man who was born in the year of the great flood,F
206,aqa,What is unique about Samoan dance?,tells a story,Samoan dance is unique because Samoans dance in a way that is not common in other cultures,F
207,aqa,What describes how the story of God has been passed on through the times?,trans-generational,The story of God has been passed on through the times through the ages,F
208,aqa,What goes against popular opinion?,"God is an imaginary entity only, with no basis in reality","The word ""popular opinion"" is not supported by evidence",F
209,aqa,Who do the atheists credit with passing down the myth of a creator?,humans,The atheists credit the myth of a creator with passing down the myth of a creator,F
210,aqa,What accomplishment have people credited a God with over the years?,to have created the universe,The accomplishment of being the first person to invent the wheel,F
211,aqa,What piece of literature is like a small retelling of the Aeneid?,Metamorphoses,The Aeneid is a small retelling of the Aeneid,F
212,aqa,"Which of the following was NOT worshipped, Silius or Virgil?",Silius,The Roman god Silius,T
213,aqa,"Which of these three -- the Eclogues, Georgics and Aeneid -- became most standard?",the Aeneid,The Eclogues became most standard because of the popularity of the work,F
214,aqa,What is Virgil's most well known work?,Aeneid,The Aeneid,T
215,aqa,What way of viewing theories in transition from myth to actual science to be detrimental to the advancement of theories?,dogmas,Theories in transition from myth to actual science to be detrimental to the advancement of theories,F
216,aqa,What elected office does the head of the society hold?,Senator,The head of the society is elected by the members of the society,F
217,aqa,What overall thing is idealism concerned with?,society,The whole world is idealistic,F
218,aqa,How did the mayor pay his debt to society?,house arrest and probation,He borrowed money from the city council,F
219,aqa,Why did Mayor Bob Filner resign?,"pleaded guilty to one felony count of false imprisonment and two misdemeanor battery charges, and was sentenced to house arrest and probation",Filner was a racist,F
220,aqa,Who was the defendant in the case in the 1990s that dealt with religious institutions and government?,Grumet,The defendant was a Muslim who was a member of the Muslim Brotherhood,F
221,aqa,Who ran initially ran universities?,they were self-regulating,The first university was founded in the year 1215,F
222,aqa,How were people ranked within a community?,they were self-regulating and determined the qualifications of their members,People were ranked within a community based on their ability to contribute to the community,F
223,aqa,What started the society?,The department had bought an early AMPEX Type A 1-inch videotape recorder,The society started when the first people arrived in the Americas,F
224,aqa,What group of people were below men in society?,Women,The group of people below men in society was the lower class,F
225,aqa,What many people could actually vote?,Less than a quarter of adult males had voting rights; far fewer could actually exercise them,"No, there is no strong scientific evidence that many people could actually vote",F
226,aqa,What happened to some of the slaves that were sold or traded?,they were sometimes acculturated and absorbed into the conquerors' society,Some of the slaves that were sold or traded were killed,F
227,aqa,What is the current name of the largest slave trading post?,Bight of Bonny,"The largest slave trading post is the Fort Smith, Arkansas post",F
