,dataset,Question,answer,Base_test,comparison
199,aqa,Superman is a popular pop fiction character that first appeared under which medium?,comics,A: Superman first appeared in comic books,F
200,aqa,A text or narrative telling a fictional story about a character that can be read by a person is called a?,novel,A: A text or narrative telling a fictional story about a character that can be read by a person is called a novel,T
201,aqa,"Which of the following is not a fictional character: Link, Midna or chime?",chime,A: Link is not a fictional character,F
202,aqa,What was the name of the story type book?,Hayy ibn Yaqdhan,"A: The name of the story type book was the ""fable""",F
203,aqa,who wrote the story that claims John attempted conversion to Islam in exchange for military aide from the Almohad ruler?,Roger of Wendover and Matthew Paris,A: The story that claims John attempted conversion to Islam in exchange for military aide from the Almohad ruler is a myth,F
204,aqa,who wrote the story that is considered to be untrue by modern historians?,Roger of Wendover and Matthew Paris,A: The story that is considered to be untrue by modern historians is the story of the Trojan War,F
205,aqa,What is the origin of the story of the great flood?,biblical,A: The story of the great flood is a myth,F
206,aqa,What is unique about Samoan dance?,tells a story,A: Samoan dance is unique because it is performed in a circle,F
207,aqa,What describes how the story of God has been passed on through the times?,trans-generational,A: The story of God has been passed on through the times by word of mouth,F
208,aqa,What goes against popular opinion?,"God is an imaginary entity only, with no basis in reality",A: I have no comment,F
209,aqa,Who do the atheists credit with passing down the myth of a creator?,humans,A: The atheists credit the ancient Greeks with passing down the myth of a creator,F
210,aqa,What accomplishment have people credited a God with over the years?,to have created the universe,A: People have credited God with many accomplishments over the years,F
211,aqa,What piece of literature is like a small retelling of the Aeneid?,Metamorphoses,A: The Aeneid is a retelling of the story of Aeneas,F
212,aqa,"Which of the following was NOT worshipped, Silius or Virgil?",Silius,"A: Silius was not worshipped, Virgil was worshipped",T
213,aqa,"Which of these three -- the Eclogues, Georgics and Aeneid -- became most standard?",the Aeneid,A: The Aeneid became the most standard of the three,T
214,aqa,What is Virgil's most well known work?,Aeneid,"A: Virgil's most well known work is the ""Aeneid""",T
215,aqa,What way of viewing theories in transition from myth to actual science to be detrimental to the advancement of theories?,dogmas,A: The way of viewing theories in transition from myth to actual science to be detrimental to the advancement of theories is to view theories in transition from,F
216,aqa,What elected office does the head of the society hold?,Senator,A: The head of the society is the president,F
217,aqa,What overall thing is idealism concerned with?,society,A: Idealism is concerned with the overall well-being of the world,F
218,aqa,How did the mayor pay his debt to society?,house arrest and probation,A: The mayor paid his debt to society by serving time in prison,F
219,aqa,Why did Mayor Bob Filner resign?,"pleaded guilty to one felony count of false imprisonment and two misdemeanor battery charges, and was sentenced to house arrest and probation",A: Mayor Bob Filner resigned because of sexual harassment allegations,F
220,aqa,Who was the defendant in the case in the 1990s that dealt with religious institutions and government?,Grumet,A: The case was decided in favor of the religious institutions and against the government,F
221,aqa,Who ran initially ran universities?,they were self-regulating,A: The first universities were run by the Catholic Church,F
222,aqa,How were people ranked within a community?,they were self-regulating and determined the qualifications of their members,A: People were ranked within a community by their wealth,F
223,aqa,What started the society?,The department had bought an early AMPEX Type A 1-inch videotape recorder,A: The society was started by the ancient Greeks,F
224,aqa,What group of people were below men in society?,Women,A: Women were below men in society,T
225,aqa,What many people could actually vote?,Less than a quarter of adult males had voting rights; far fewer could actually exercise them,A: Only white males could vote,F
226,aqa,What happened to some of the slaves that were sold or traded?,they were sometimes acculturated and absorbed into the conquerors' society,A: Some of the slaves that were sold or traded were killed,F
227,aqa,What is the current name of the largest slave trading post?,Bight of Bonny,A: The current name of the largest slave trading post is the Port of Spain,F
