,dataset,Question,answer,Base_test,comparison
204,aqa,who wrote the story that is considered to be untrue by modern historians?,Roger of Wendover and Matthew Paris,A: The story is considered to be untrue by modern historians,F
205,aqa,What is the origin of the story of the great flood?,biblical,A: The great flood is a myth,F
206,aqa,What is unique about Samoan dance?,tells a story,A: Samoan dance is unique in that it is a dance that is performed in a specific way,F
207,aqa,What describes how the story of God has been passed on through the times?,trans-generational,A: The story of God has been passed on through the times through the Bible,F
208,aqa,What goes against popular opinion?,"God is an imaginary entity only, with no basis in reality",A: The popular opinion is that the U.S. is a racist country,F
209,aqa,Who do the atheists credit with passing down the myth of a creator?,humans,A: The atheists credit the myth of a creator with passing down the myth of a creator,F
210,aqa,What accomplishment have people credited a God with over the years?,to have created the universe,A: The most famous accomplishment of people credited a God with over the years is the fact that the United States has the most Nobel Laureates in,F
211,aqa,What piece of literature is like a small retelling of the Aeneid?,Metamorphoses,A: The Aeneid is a small retelling of the Aeneid,F
212,aqa,"Which of the following was NOT worshipped, Silius or Virgil?",Silius,"A: Hercules, Apollo, Venus, Minerva, Minerva, Minerva, Minerva, Minerva, Minerva, Minerva, Minerva, Minerva, Minerva, Minerva",F
213,aqa,"Which of these three -- the Eclogues, Georgics and Aeneid -- became most standard?",the Aeneid,A: The Eclogues became most standard in the U.S.,F
214,aqa,What is Virgil's most well known work?,Aeneid,A: The Aeneid,T
215,aqa,What way of viewing theories in transition from myth to actual science to be detrimental to the advancement of theories?,dogmas,"A: Theories are not necessarily wrong, but they are not necessarily true",F
216,aqa,What elected office does the head of the society hold?,Senator,A: The head of the society is elected by the members of the society,F
217,aqa,What overall thing is idealism concerned with?,society,A: I have no comment,F
218,aqa,How did the mayor pay his debt to society?,house arrest and probation,A: He paid his debt to society,F
219,aqa,Why did Mayor Bob Filner resign?,"pleaded guilty to one felony count of false imprisonment and two misdemeanor battery charges, and was sentenced to house arrest and probation",A: Filner resigned because he was not able to stop the mayor of San Francisco from using his office to attack the mayor of San Francisco,F
220,aqa,Who was the defendant in the case in the 1990s that dealt with religious institutions and government?,Grumet,A: The defendant was a Muslim who was a member of the Muslim community,F
221,aqa,Who ran initially ran universities?,they were self-regulating,"A: The first person to run a university was the founder of the University of California, Berkeley",F
222,aqa,How were people ranked within a community?,they were self-regulating and determined the qualifications of their members,A: People were ranked within a community by the number of votes they received,F
223,aqa,What started the society?,The department had bought an early AMPEX Type A 1-inch videotape recorder,A: The society started with the invention of the wheel,F
224,aqa,What group of people were below men in society?,Women,A: Women,T
225,aqa,What many people could actually vote?,Less than a quarter of adult males had voting rights; far fewer could actually exercise them,"A: No, it's illegal to vote",F
226,aqa,What happened to some of the slaves that were sold or traded?,they were sometimes acculturated and absorbed into the conquerors' society,A: Some of the slaves that were sold or traded were sold to the U.S.,F
227,aqa,What is the current name of the largest slave trading post?,Bight of Bonny,A: The largest slave trading post is the post of the Spanish Armada,F
