,dataset,question,answer,Base_test,comparison
207,aqa,What describes how the story of God has been passed on through the times?,trans-generational,The story of God has been passed on through the times through the generations,F
208,aqa,What goes against popular opinion?,"God is an imaginary entity only, with no basis in reality","The word ""popular opinion"" is not supported by evidence",F
209,aqa,Who do the atheists credit with passing down the myth of a creator?,humans,The atheists credit the myth of a creator with passing down the myth of a creator,F
210,aqa,What accomplishment have people credited a God with over the years?,to have created the universe,The accomplishment of being the first person to invent the wheel,F
211,aqa,What piece of literature is like a small retelling of the Aeneid?,Metamorphoses,"The Aeneid is a retelling of the Aeneid, a Latin poem by Virgil",F
212,aqa,"Which of the following was NOT worshipped, Silius or Virgil?",Silius,The whole of the Roman Empire,F
213,aqa,"Which of these three -- the Eclogues, Georgics and Aeneid -- became most standard?",the Aeneid,The Eclogues became most standard because they were the first to be written in Latin,F
214,aqa,What is Virgil's most well known work?,Aeneid,The Aeneid,T
215,aqa,What way of viewing theories in transition from myth to actual science to be detrimental to the advancement of theories?,dogmas,Theories that are not supported by evidence are not supported by theory,F
216,aqa,What elected office does the head of the society hold?,Senator,The head of the society is elected by the members of the society,F
217,aqa,What overall thing is idealism concerned with?,society,Idealism is concerned with the ideal of a perfect world,F
218,aqa,How did the mayor pay his debt to society?,house arrest and probation,The mayor paid his debt to society by using his own money,F
219,aqa,Why did Mayor Bob Filner resign?,"pleaded guilty to one felony count of false imprisonment and two misdemeanor battery charges, and was sentenced to house arrest and probation",Filner resigned because he was not able to control his anger,F
220,aqa,Who was the defendant in the case in the 1990s that dealt with religious institutions and government?,Grumet,The defendant was a Muslim who was a member of the Muslim Student Association,F
221,aqa,Who ran initially ran universities?,they were self-regulating,The first university was the University of Oxford,F
222,aqa,How were people ranked within a community?,they were self-regulating and determined the qualifications of their members,People were ranked by their ability to get along with others,F
223,aqa,What started the society?,The department had bought an early AMPEX Type A 1-inch videotape recorder,"The word ""society"" came from the Latin word socius, meaning ""a community""",F
224,aqa,What group of people were below men in society?,Women,The group of people below men in society was the lower class,F
225,aqa,What many people could actually vote?,Less than a quarter of adult males had voting rights; far fewer could actually exercise them,"No, the people who could actually vote are the people who could actually vote",F
226,aqa,What happened to some of the slaves that were sold or traded?,they were sometimes acculturated and absorbed into the conquerors' society,They were sold or traded,F
227,aqa,What is the current name of the largest slave trading post?,Bight of Bonny,"The largest slave trading post is the Fort St. John, located in the Bahamas",F
